"","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Coarse_STE","Coarse_STE_rank"
"1","Porifera","ZZZ","ZZZ","Demospongiae","ZZZ","ZZZ","ZZZ","Hadromerida","ZZZ","ZZZ","ZZZ","Suberitidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Aaptos","ZZZ","ZZZ","ZZZ","ZZZ","Aaptos","Genus"
"2","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Tanypodinae","ZZZ","Pentaneurini","ZZZ","ZZZ","Ablabesmyia","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"3","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Acamptocladius","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"4","Mollusca","ZZZ","ZZZ","Bivalvia","Pteriomorphia","ZZZ","ZZZ","Arcoida","ZZZ","ZZZ","ZZZ","Arcidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acar","ZZZ","ZZZ","ZZZ","ZZZ","Acar","Genus"
"5","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"9","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acerpenna","ZZZ","ZZZ","pygmaea","ZZZ","Acerpenna pygmaea","Species"
"10","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Enchytraeidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Achaeta","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"11","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Psephenidae","Eubriinae","ZZZ","ZZZ","ZZZ","ZZZ","Acneus","ZZZ","ZZZ","ZZZ","ZZZ","Acneus","Genus"
"12","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Acricotopus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"13","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","Culicinae","ZZZ","Culicini","ZZZ","ZZZ","Aedes","ZZZ","ZZZ","ZZZ","ZZZ","Aedes","Genus"
"14","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Anisoptera","ZZZ","ZZZ","Aeshnidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Aeshna","ZZZ","ZZZ","ZZZ","ZZZ","Aeshna","Genus"
"15","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Anisoptera","ZZZ","ZZZ","Aeshnidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Aeshna","ZZZ","ZZZ","interrupta","ZZZ","Aeshna interrupta","Species"
"16","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Anisoptera","ZZZ","ZZZ","Aeshnidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Aeshna","ZZZ","ZZZ","umbrosa","ZZZ","Aeshna umbrosa","Species"
"17","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Anisoptera","ZZZ","ZZZ","Aeshnidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Aeshnidae","Family"
"18","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Setisura","ZZZ","ZZZ","Heptageniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Afghanurus","ZZZ","ZZZ","ZZZ","ZZZ","Afghanurus","Genus"
"19","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Setisura","ZZZ","ZZZ","Heptageniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Afghanurus","ZZZ","ZZZ","criddlei","ZZZ","Afghanurus criddlei","Species"
"20","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Agabinae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"21","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Agabinae","ZZZ","Agabini","ZZZ","ZZZ","Agabinus","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"22","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Agabinae","ZZZ","Agabini","ZZZ","ZZZ","Agabus","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"24","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Blephariceromorpha","ZZZ","Blephariceridae","Blepharicerinae","ZZZ","Blepharicerini","ZZZ","ZZZ","Agathon","ZZZ","ZZZ","ZZZ","ZZZ","Agathon","Genus"
"25","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydroptiloidea","Hydroptilidae","Hydroptilinae","ZZZ","Hydroptilini","ZZZ","ZZZ","Agraylea","ZZZ","ZZZ","ZZZ","ZZZ","Agraylea","Genus"
"26","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Leptoceroidea","Leptoceridae","Leptocerinae","ZZZ","Mystacidini","ZZZ","ZZZ","Mystacides","ZZZ","ZZZ","alafimbriatus","ZZZ","Mystacides","Genus"
"27","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Axonopsidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Albia","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"28","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Cardiocladius","ZZZ","ZZZ","albiplumus","ZZZ","Chironomidae","Family"
"29","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Tanypodinae","ZZZ","Macropelopiini","ZZZ","ZZZ","Bilyjomyia","ZZZ","ZZZ","algens","ZZZ","Chironomidae","Family"
"30","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Allocladius","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"31","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Limnephilidae","Dicosmoecinae","ZZZ","ZZZ","ZZZ","ZZZ","Allocosmoecus","ZZZ","ZZZ","ZZZ","ZZZ","Allocosmoecus","Genus"
"32","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Stratiomyomorpha","ZZZ","Stratiomyidae","Beridinae","ZZZ","ZZZ","ZZZ","ZZZ","Allognosta","ZZZ","ZZZ","ZZZ","ZZZ","Allognosta","Genus"
"33","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Apataniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Allomyia","ZZZ","ZZZ","ZZZ","ZZZ","Allomyia","Genus"
"34","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Chloroperlidae","Chloroperlinae","ZZZ","ZZZ","ZZZ","ZZZ","Alloperla","ZZZ","ZZZ","ZZZ","ZZZ","Alloperla","Genus"
"36","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Tanypodinae","ZZZ","Coelotanypodini","ZZZ","ZZZ","Alotanypus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"37","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Lumbriculida","ZZZ","ZZZ","ZZZ","Lumbriculidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Altmanella","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"40","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Peracarida","Amphipoda","Gammaridea","ZZZ","ZZZ","Corophiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Americorophium","ZZZ","ZZZ","ZZZ","ZZZ","Americorophium","Genus"
"41","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Peracarida","Amphipoda","Gammaridea","ZZZ","ZZZ","Corophiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Americorophium","ZZZ","ZZZ","spinicorne","ZZZ","Americorophium spinicorne","Species"
"42","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Sperchopsini","ZZZ","ZZZ","Ametor","ZZZ","ZZZ","ZZZ","ZZZ","Ametor","Genus"
"43","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Sperchopsini","ZZZ","ZZZ","Ametor","ZZZ","ZZZ","scabrosus","ZZZ","Ametor scabrosus","Species"
"45","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Zygoptera","ZZZ","ZZZ","Coenagrionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Amphiagrion","ZZZ","ZZZ","ZZZ","ZZZ","Amphiagrion","Genus"
"47","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Peracarida","Amphipoda","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Amphipoda","Order"
"48","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Amphizoidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Amphizoa","ZZZ","ZZZ","ZZZ","ZZZ","Amphizoa","Genus"
"49","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ampumixis","ZZZ","ZZZ","ZZZ","ZZZ","Ampumixis","Genus"
"51","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Anacaenini","ZZZ","ZZZ","Anacaena","ZZZ","ZZZ","ZZZ","ZZZ","Anacaena","Genus"
"52","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Anafroptilum","ZZZ","ZZZ","ZZZ","ZZZ","Anafroptilum","Genus"
"54","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Anisoptera","ZZZ","ZZZ","Aeshnidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Anax","ZZZ","ZZZ","ZZZ","ZZZ","Anax","Genus"
"55","Mollusca","ZZZ","ZZZ","Gastropoda","ZZZ","ZZZ","ZZZ","Basommatophora","ZZZ","ZZZ","ZZZ","Ancylidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ancylidae","Family"
"57","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Peracarida","Amphipoda","Gammaridea","ZZZ","ZZZ","Anisogammaridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Anisogammaridae","Family"
"58","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Anisoptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Anisoptera","Suborder"
"59","Mollusca","ZZZ","ZZZ","Bivalvia","Palaeoheterodonta","ZZZ","ZZZ","Unionoida","ZZZ","ZZZ","ZZZ","Unionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Anodonta","ZZZ","ZZZ","ZZZ","ZZZ","Anodonta","Genus"
"60","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","Anophelinae","ZZZ","ZZZ","ZZZ","ZZZ","Anopheles","ZZZ","ZZZ","ZZZ","ZZZ","Anopheles","Genus"
"65","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Apataniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Apataniidae","Family"
"66","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Apedilum","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"67","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Tanypodinae","ZZZ","Macropelopiini","ZZZ","ZZZ","Apsectrotanypus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"68","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Hemiptera","Heteroptera","Gerromorpha","Gerroidea","Gerridae","Gerrinae","ZZZ","ZZZ","ZZZ","ZZZ","Aquarius","ZZZ","ZZZ","ZZZ","ZZZ","Aquarius","Genus"
"69","Arthropoda","Chelicerata","ZZZ","Arachnida","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Arachnida","Class"
"70","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Ptilodactylidae","Araeopidiinae","ZZZ","ZZZ","ZZZ","ZZZ","Araeopidius","ZZZ","ZZZ","monachus","ZZZ","Araeopidius monachus","Species"
"71","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Goeridae","Goerinae","ZZZ","ZZZ","ZZZ","ZZZ","Goera","ZZZ","ZZZ","archaon","ZZZ","Goera","Genus"
"72","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Zygoptera","ZZZ","ZZZ","Lestidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Archilestes","ZZZ","ZZZ","ZZZ","ZZZ","Archilestes","Genus"
"73","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Naididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Arcteonais","ZZZ","ZZZ","lomondi","ZZZ","Oligochaeta","Subclass"
"78","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Arrenuridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"79","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Arrenuridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Arrenurus","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"80","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Peracarida","Isopoda","Asellota","ZZZ","Aselloidea","Asellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Asellidae","Family"
"81","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Peracarida","Isopoda","Asellota","ZZZ","Aselloidea","Asellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Asellus","ZZZ","ZZZ","ZZZ","ZZZ","Asellus","Genus"
"82","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Leptohyphidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Asioplax","ZZZ","ZZZ","edmundsi","ZZZ","Asioplax edmundsi","Species"
"84","Nemata","ZZZ","ZZZ","Adenophorea","Chromadoria","ZZZ","ZZZ","Araeolaimida","ZZZ","ZZZ","ZZZ","Leptolaimidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Assia","ZZZ","ZZZ","ZZZ","ZZZ","Assia","Genus"
"85","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Astacidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Astacidae","Family"
"87","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Athienemanniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"88","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Atractelmis","ZZZ","ZZZ","wawona","ZZZ","Atractelmis wawona","Species"
"89","Nemata","ZZZ","ZZZ","Secernentea","ZZZ","ZZZ","ZZZ","Ascaridida","ZZZ","ZZZ","ZZZ","Atractidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Atractidae","Family"
"90","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hygrobatidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Atractides","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"97","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Aturidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"98","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Aturidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Aturus","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"99","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Tubificidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Aulodrilus","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"100","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Tubificidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Aulodrilus","ZZZ","ZZZ","pluriseta","ZZZ","Oligochaeta","Subclass"
"101","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","ZZZ","Tipulidae","Limoniinae","ZZZ","Hexatomini","ZZZ","ZZZ","Austrolimnophila","ZZZ","ZZZ","ZZZ","ZZZ","Austrolimnophila","Genus"
"103","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Polypedilum","ZZZ","ZZZ","aviceps","ZZZ","Chironomidae","Family"
"104","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Cucujiformia","Chrysomeloidea","Chrysomelidae","Cryptocephalinae","ZZZ","Clytrini","ZZZ","ZZZ","Babia","ZZZ","ZZZ","ZZZ","ZZZ","Babia","Genus"
"105","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Baetidae","Family"
"116","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Baetodes","ZZZ","ZZZ","tritus","ZZZ","Baetodes tritus","Species"
"117","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Baetopus","ZZZ","ZZZ","trishae","ZZZ","Baetopus trishae","Species"
"118","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Anisitsiellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Bandakiopsis","ZZZ","ZZZ","ZZZ","ZZZ","Acari","Subclass"
"119","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Tvetenia","ZZZ","ZZZ","bavarica","ZZZ","Chironomidae","Family"
"122","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Hemiptera","Heteroptera","Nepomorpha","Nepoidea","Belostomatidae","Belostomatinae","ZZZ","ZZZ","ZZZ","ZZZ","Belostoma","ZZZ","ZZZ","ZZZ","ZZZ","Belostoma","Genus"
"123","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Berosini","ZZZ","ZZZ","Berosus","ZZZ","ZZZ","ZZZ","ZZZ","Berosus","Genus"
"125","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Ceratopogonidae","Ceratopogoninae","ZZZ","Palpomyiini","ZZZ","ZZZ","Bezzia","ZZZ","ZZZ","ZZZ","ZZZ","Bezzia","Genus"
"126","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Ceratopogonidae","Ceratopogoninae","ZZZ","Palpomyiini","Bezzia/Palpomyia","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Bezzia/Palpomyia","Genus.Group"
"127","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Blephariceromorpha","ZZZ","Blephariceridae","Blepharicerinae","ZZZ","Blepharicerini","ZZZ","ZZZ","Bibiocephala","ZZZ","ZZZ","ZZZ","ZZZ","Bibiocephala","Genus"
"128","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Doncricotopus","ZZZ","ZZZ","bicaudatus","ZZZ","Chironomidae","Family"
"129","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Cricotopus","ZZZ","Cricotopus","bicinctus","ZZZ","Chironomidae","Family"
"130","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Ptychopteromorpha","ZZZ","Ptychopteridae","Bittacomorphinae","ZZZ","ZZZ","ZZZ","ZZZ","Bittacomorpha","ZZZ","ZZZ","ZZZ","ZZZ","Bittacomorpha","Genus"
"131","Mollusca","ZZZ","ZZZ","Bivalvia","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Bivalvia","Class"
"133","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Blephariceromorpha","ZZZ","Blephariceridae","Blepharicerinae","ZZZ","Blepharicerini","ZZZ","ZZZ","Blepharicera","ZZZ","ZZZ","ZZZ","ZZZ","Blepharicera","Genus"
