"","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Fine_STE","Fine_STE_rank"
"303","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Cucujiformia","Curculionoidea","Curculionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Curculionidae","Family"
"305","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Hydrophilini","ZZZ","ZZZ","Cymbiodyta","ZZZ","ZZZ","ZZZ","ZZZ","Cymbiodyta","Genus"
"306","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Polycentropodidae","Polycentropodinae","ZZZ","ZZZ","ZZZ","ZZZ","Cyrnellus","ZZZ","ZZZ","ZZZ","ZZZ","Cyrnellus","Genus"
"364","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Dryopidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dryopidae","Family"
"366","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"385","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Scirtoidea","Scirtidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elodes","ZZZ","ZZZ","ZZZ","ZZZ","Elodes","Genus"
"425","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ephemeroptera","Order"
"438","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Euholognatha","ZZZ","ZZZ","Capniidae","Capniinae","ZZZ","ZZZ","ZZZ","ZZZ","Eucapnopsis","ZZZ","ZZZ","brevicauda","ZZZ","Eucapnopsis brevicauda","Species"
"450","Arthropoda","Chelicerata","ZZZ","Arachnida","ZZZ","ZZZ","ZZZ","Palpigradi","ZZZ","ZZZ","Eukoenenioidea","Eukoeneniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Eukoenenia","ZZZ","ZZZ","ZZZ","ZZZ","Eukoenenia","Genus"
"455","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Eylaidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Eylais","ZZZ","ZZZ","ZZZ","ZZZ","Eylais","Genus"
"456","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Fallceon","ZZZ","ZZZ","ZZZ","ZZZ","Fallceon","Genus"
"457","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Fallceon","ZZZ","ZZZ","quilleri","ZZZ","Fallceon quilleri","Species"
"459","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Feltriidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Feltria","ZZZ","ZZZ","ZZZ","ZZZ","Feltria","Genus"
"460","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Hemiptera","Sternorrhyncha","ZZZ","Coccoidea","Pseudococcidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ferrisia","ZZZ","ZZZ","ZZZ","ZZZ","Ferrisia","Genus"
"467","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Psychomyiidae","Psychomyiinae","ZZZ","ZZZ","ZZZ","ZZZ","Psychomyia","ZZZ","ZZZ","flavida","ZZZ","flavida","Species"
"469","Ectoprocta","ZZZ","ZZZ","Gymnolaemata","ZZZ","ZZZ","ZZZ","Cheilostomata","Anasca","ZZZ","ZZZ","Flustridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Flustra","ZZZ","ZZZ","ZZZ","ZZZ","Flustra","Genus"
"472","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Pionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Forelia","ZZZ","ZZZ","ZZZ","ZZZ","Forelia","Genus"
"476","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Oxidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Frontipoda","ZZZ","ZZZ","ZZZ","ZZZ","Frontipoda","Genus"
"485","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Georyssidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Georyssus","ZZZ","ZZZ","ZZZ","ZZZ","Georyssus","Genus"
"487","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Pionidae","Huitfeldtiinae","ZZZ","ZZZ","ZZZ","ZZZ","Gereckea","ZZZ","ZZZ","ZZZ","ZZZ","Gereckea","Genus"
"491","Mollusca","ZZZ","ZZZ","Bivalvia","Heterodonta","ZZZ","ZZZ","Veneroida","ZZZ","ZZZ","Carditoidea","Carditidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Glans","ZZZ","ZZZ","ZZZ","ZZZ","Glans","Genus"
"493","Mollusca","ZZZ","ZZZ","Bivalvia","Heterodonta","ZZZ","ZZZ","Veneroida","ZZZ","ZZZ","Glossoidea","Glossidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Glossidae","Family"
"503","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Glossosomatoidea","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Glossosomatoidea","Superfamily"
"505","Arthropoda","Chelicerata","ZZZ","Arachnida","ZZZ","ZZZ","ZZZ","Solifugae","ZZZ","ZZZ","ZZZ","Daesiidae","Gluviinae","ZZZ","ZZZ","ZZZ","ZZZ","Gluvia","ZZZ","ZZZ","ZZZ","ZZZ","Gluvia","Genus"
"511","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Goeridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Goeridae","Family"
"526","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Gyrinidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Gyrinidae","Family"
"537","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Cucujiformia","Cucujoidea","Coccinellidae","Hyperaspidinae","ZZZ","ZZZ","ZZZ","ZZZ","Helesius","ZZZ","ZZZ","ZZZ","ZZZ","Helesius","Genus"
"538","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Dryopidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Helichus","ZZZ","ZZZ","ZZZ","ZZZ","Helichus","Genus"
"545","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Hydrophilini","ZZZ","ZZZ","Helochares","ZZZ","ZZZ","ZZZ","ZZZ","Helochares","Genus"
"546","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Hydrophilini","ZZZ","ZZZ","Helochares","ZZZ","Helochares","normatus","ZZZ","Helochares normatus","Species"
"549","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Helophoridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Helophorus","ZZZ","ZZZ","ZZZ","ZZZ","Helophorus","Genus"
"550","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","Neuropterida","Neuroptera","Hemerobiiformia","ZZZ","ZZZ","Hemerobiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hemerobiidae","Family"
"554","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Hemiptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hemiptera","Order"
"558","Mollusca","ZZZ","ZZZ","Bivalvia","Heterodonta","ZZZ","ZZZ","Veneroida","ZZZ","ZZZ","Lucinoidea","Lucinidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Here","ZZZ","ZZZ","ZZZ","ZZZ","Here","Genus"
"570","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Heteroceridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Heteroceridae","Family"
"571","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Leptoceroidea","Calamoceratidae","Calamoceratinae","ZZZ","ZZZ","ZZZ","ZZZ","Heteroplectron","ZZZ","ZZZ","ZZZ","ZZZ","Heteroplectron","Genus"
"572","Ectoprocta","ZZZ","ZZZ","Gymnolaemata","ZZZ","ZZZ","ZZZ","Cyclostomata","Cerioporina","ZZZ","ZZZ","Heteroporidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Heteropora","ZZZ","ZZZ","pacifica","ZZZ","Heteropora pacifica","Species"
"573","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Hemiptera","Heteroptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Heteroptera","Suborder"
"574","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydroporini","ZZZ","ZZZ","Heterosternuta","ZZZ","ZZZ","ZZZ","ZZZ","Heterosternuta","Genus"
"583","Annelida","ZZZ","ZZZ","Clitellata","Lumbriculata","ZZZ","ZZZ","Hirudinida","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hirudinida","Order"
"597","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hydrachnidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydrachna","ZZZ","ZZZ","ZZZ","ZZZ","Hydrachna","Genus"
"598","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hydrachnidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydrachnidae","Family"
"599","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Hydraenidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydraena","ZZZ","ZZZ","ZZZ","ZZZ","Hydraena","Genus"
"600","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Hydraenidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydraenidae","Family"
"601","Cnidaria","ZZZ","ZZZ","Hydrozoa","Hydroidolina","ZZZ","ZZZ","Anthoathecatae","Capitata","ZZZ","ZZZ","Hydridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydridae","Family"
"606","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrochidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydrochus","ZZZ","ZZZ","ZZZ","ZZZ","Hydrochus","Genus"
"607","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hydrodromidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydrodroma","ZZZ","ZZZ","ZZZ","ZZZ","Hydrodroma","Genus"
"609","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydrophilidae","Family"
"610","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydrophiloidea","Superfamily"
"611","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydroporinae","Subfamily"
"612","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydroporini","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydroporini","Tribe"
"618","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydropsychoidea","Superfamily"
"619","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydroptiloidea","Hydroptilidae","Hydroptilinae","ZZZ","Hydroptilini","ZZZ","ZZZ","Hydroptila","ZZZ","ZZZ","ZZZ","ZZZ","Hydroptila","Genus"
"620","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydroptiloidea","Hydroptilidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydroptilidae","Family"
"621","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydroptiloidea","Hydroptilidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydroptilidae sp. AJF#01","ZZZ","Hydroptilidae sp. AJF#01","Species"
"622","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydroptiloidea","Hydroptilidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydroptilidae sp. AJF#02","ZZZ","Hydroptilidae sp. AJF#02","Species"
"623","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydroptiloidea","Hydroptilidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydroptilidae sp. RAI # 0001","ZZZ","Hydroptilidae sp. RAI # 0001","Species"
"625","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydrovatini","ZZZ","ZZZ","Hydrovatus","ZZZ","ZZZ","ZZZ","ZZZ","Hydrovatus","Genus"
"626","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hydrovolziidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydrovolzia","ZZZ","ZZZ","ZZZ","ZZZ","Hydrovolzia","Genus"
"627","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Sarcoptiformes","Oribatida","Brachypylina","Hydrozetoidea","Hydrozetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydrozetes","ZZZ","ZZZ","ZZZ","ZZZ","Hydrozetes","Genus"
"628","Cnidaria","ZZZ","ZZZ","Hydrozoa","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydrozoa","Class"
"629","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hydryphantidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydryphantes","ZZZ","ZZZ","ZZZ","ZZZ","Hydryphantes","Genus"
"630","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hydryphantidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Panisus","ZZZ","Hydryphantidae","Family"
"631","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Hydryphantidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Hydryphantidae","Family"
"634","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hygrotini","ZZZ","ZZZ","Hygrotus","ZZZ","ZZZ","ZZZ","ZZZ","Hygrotus","Genus"
"635","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Agabinae","ZZZ","Agabini","ZZZ","ZZZ","Ilybiosoma","ZZZ","ZZZ","ZZZ","ZZZ","Ilybiosoma","Genus"
"636","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Agabinae","ZZZ","Agabini","ZZZ","ZZZ","Ilybius","ZZZ","ZZZ","ZZZ","ZZZ","Ilybius","Genus"
"639","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","Integripalpia","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Integripalpia","Suborder"
"652","Porifera","ZZZ","ZZZ","Demospongiae","ZZZ","ZZZ","ZZZ","Astrophorida","ZZZ","ZZZ","ZZZ","Geodiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Isops","ZZZ","ZZZ","ZZZ","ZZZ","Isops","Genus"
"653","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Iswaeon","ZZZ","Iswaeon","Species"
"662","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Unionicolidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Koenikea","ZZZ","ZZZ","ZZZ","ZZZ","Koenikea","Genus"
"666","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Aturidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Kongsbergia","ZZZ","ZZZ","ZZZ","ZZZ","Kongsbergia","Genus"
"667","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Krendowskiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Krendowskiidae","Family"
"673","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Laccobiini","ZZZ","ZZZ","Laccobius","ZZZ","ZZZ","ZZZ","ZZZ","Laccobius","Genus"
"675","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Elateroidea","Lampyridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Lampyridae","Family"
"680","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Arrenuridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Laversia","ZZZ","ZZZ","ZZZ","ZZZ","Laversia","Genus"
"682","Annelida","ZZZ","ZZZ","Polychaeta","Palpata","ZZZ","ZZZ","Aciculata","Phyllodocida","ZZZ","ZZZ","Polynoidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Lepidonotus","ZZZ","ZZZ","ZZZ","ZZZ","Lepidonotus","Genus"
"691","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Leptohyphidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Leptohyphidae","Family"
"692","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Furcatergalia","Lanceolata","ZZZ","Leptophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Leptophlebiidae","Family"
"694","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Hemiptera","Heteroptera","Nepomorpha","Nepoidea","Belostomatidae","Lethocerinae","ZZZ","ZZZ","ZZZ","ZZZ","Lethocerus","ZZZ","ZZZ","ZZZ","ZZZ","Lethocerus","Genus"
"699","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Anisoptera","ZZZ","ZZZ","Libellulidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Libellulidae","Family"
"702","Cnidaria","ZZZ","ZZZ","Anthozoa","Hexacorallia","ZZZ","ZZZ","Actiniaria","Nyantheae","Athenaria","ZZZ","Limnactiniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Limnactiniidae","Family"
"703","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Hydraenidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Limnebius","ZZZ","ZZZ","ZZZ","ZZZ","Limnebius","Genus"
"709","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Limnephiloidea","Superfamily"
"711","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Limnesiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Limnesia","ZZZ","ZZZ","ZZZ","ZZZ","Limnesia","Genus"
"712","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Limnichidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Limnichidae","Family"
"725","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Leptoceroidea","Odontoceridae","Odontocerinae","ZZZ","ZZZ","ZZZ","ZZZ","Parthina","ZZZ","ZZZ","linea","ZZZ","linea","Species"
"726","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Bidessini","ZZZ","ZZZ","Liodessus","ZZZ","ZZZ","ZZZ","ZZZ","Liodessus","Genus"
"729","Arthropoda","Chelicerata","ZZZ","Arachnida","Acari","ZZZ","Acariformes","Trombidiformes","Prostigmata","ZZZ","ZZZ","Axonopsidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ljania","ZZZ","ZZZ","ZZZ","ZZZ","Ljania","Genus"
